"client_id","gender","birth_year","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","frequency","loan_id","amount","duration","payments","status","balance_avg","balance_sd"
9273,0,1955,4,119895,"89.9",10446,7.34,9.4,90,"4947",4743,0,6520,91200,24,3800,1,32558.5333333333,15743.4335553044
9316,0,1958,6,86513,"50.5",8288,3.79,4.52,110,"1562",1460,0,6526,288468,36,8013,1,36999.5235294118,16205.7218110815
9346,1,1972,5,161854,"76.3",9425,1.72,2.5,125,"4085",3891,0,6535,41952,12,3496,1,41502.0257142857,13263.3487517078
9366,1,1975,7,226122,"62.6",8994,3.8,4.79,110,"9672",9208,1,6540,309600,48,6450,1,58185.5892857143,20963.7284754465
9417,1,1949,2,103347,"67.0",9104,1.51,2.07,123,"2299",2354,0,6545,191880,60,3198,1,53685.7862068966,26747.6519343773
9418,1,1950,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6546,31728,24,1322,1,31139.7478632479,9913.02291629028
9427,0,1970,6,145688,"40.7",8544,1.29,1.86,109,"2719",2906,0,6550,320592,48,6679,1,60781.3068181818,21161.1082372356
9593,0,1968,7,323870,"100.0",10673,4.75,5.44,100,"18782",18347,0,6577,51696,24,2154,1,58226.5049019608,26115.0300582261
9606,1,1949,5,139012,"61.9",8363,2.52,3.49,108,"2564",2799,1,6578,27984,12,2332,1,30639.8631578947,16237.3338015726
9611,1,1958,3,87419,"85.5",8624,1.79,2.66,102,"2879",3198,0,6580,196080,48,4085,1,49143.9659574468,23182.3966120405
9641,1,1945,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,0,6585,372120,60,6202,1,64044.0459302326,25895.9123556906
9663,1,1945,2,51428,"52.7",8402,3.13,3.98,120,"999",1099,1,6589,189696,24,7904,1,54137.1056179775,23400.6344403618
9670,1,1948,4,85852,"59.8",8965,7.08,8.23,104,"2653",2822,0,6591,20832,48,434,1,21368.9099337748,5923.77470848619
9675,0,1970,6,110643,"51.9",8441,3.45,4.48,115,"1879",2252,0,6594,189696,24,7904,-1,14900,8889.03819319053
9702,0,1951,4,133777,"84.7",8705,5.75,7.61,116,"4650",4859,0,6596,91584,24,3816,1,50765.4161290323,18234.7410890329
9715,0,1977,4,88768,"80.5",8867,1.02,1.21,130,"3384",3620,0,6598,68112,12,5676,1,47220.1340136054,19532.4684934742
9717,0,1952,5,139012,"61.9",8363,2.52,3.49,108,"2564",2799,0,6599,72120,12,6010,1,75686.0656862745,20598.0023080414
9721,1,1954,4,125236,"87.7",9675,6.43,7.68,100,"5323",5190,0,6600,21852,36,607,1,38509.05,15001.8555730028
9798,0,1950,7,42821,"48.4",8173,7.01,7.01,124,"1358",1358,1,6613,84120,24,3505,1,56910.6894736842,24271.6240579839
9844,1,1945,6,157042,"33.9",8743,1.88,2.43,111,"3659",3894,0,6624,71460,12,5955,1,47991.5302325581,19235.7296006123
9915,1,1967,3,67298,"43.8",8561,0.65,1.29,110,"1029",1127,1,6642,77640,12,6470,1,55570.305,23174.9518368682
9930,1,1972,1,81344,"55.3",8899,3.39,3.97,149,"2987",2487,0,6644,93600,24,3900,1,40078.7072727273,21469.6303402672
9933,1,1941,7,323870,"100.0",10673,4.75,5.44,100,"18782",18347,0,6645,140400,36,3900,1,43563.62,18981.7909761338
9945,0,1968,3,51313,"59.2",8930,3.52,4.2,108,"1328",1452,1,6647,208320,48,4340,1,43944.8894117647,16039.8608356021
9973,0,1945,3,122603,"80.0",8991,1.39,2.01,128,"5198",5273,2,6650,49320,12,4110,-1,46576.2775510204,24439.8771809198
9995,1,1958,6,387570,"100.0",9897,1.6,1.96,140,"18721",18696,0,6659,56100,60,935,1,20158.0014705882,8426.83221179932
10040,0,1968,4,114006,"62.3",9065,4.46,5.39,123,"4147",4166,0,6667,155880,24,6495,1,63263.1471830986,26666.1457993998
10043,1,1965,5,77917,"53.5",8390,2.28,2.89,132,"2080",2122,0,6668,74736,36,2076,1,37912.9985074627,10605.6881129534
10076,0,1969,3,170449,"100.0",10787,2.64,3.09,131,"6041",6261,0,6676,29784,24,1241,1,27626.0833333333,13131.9771257266
10095,0,1976,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6678,80340,12,6695,1,61531.5903846154,26678.2587142345
10198,1,1976,3,51313,"59.2",8930,3.52,4.2,108,"1328",1452,0,6686,224604,36,6239,1,57496.9892473118,21234.8560104119
10200,0,1980,1,53921,"41.3",8598,2.77,3.26,123,"1597",1875,0,6687,87840,24,3660,1,46318.5529411765,20670.9773821631
10269,0,1940,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,0,6694,134784,24,5616,1,44005.1127272727,25288.2009752466
10275,0,1970,7,148545,"53.5",8909,4.01,5.56,113,"3460",3590,0,6696,89040,60,1484,1,30045.4,8832.0792786139
10282,1,1979,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,6698,247728,48,5161,1,60054.734,23168.3394450149
10287,0,1962,5,78955,"59.0",9060,1.78,2.44,124,"1655",1717,0,6699,7656,24,319,1,46444.6395061728,12923.5603454957
10350,0,1961,3,45714,"55.6",8843,2.82,3.6,113,"818",888,0,6704,417060,60,6951,1,58445.027027027,25817.7354135523
10382,0,1965,2,70646,"58.4",8547,2.65,3.64,120,"1563",1542,0,6712,266220,60,4437,1,34922.88125,11836.4476034268
10389,0,1943,2,70646,"58.4",8547,2.65,3.64,120,"1563",1542,0,6715,220620,60,3677,1,36907.45625,14352.078379313
10459,0,1964,2,74062,"61.4",8114,2.38,2.62,119,"1003",1181,0,6721,21072,24,878,1,21575.6866666667,9070.83734462628
10475,0,1948,5,121947,"70.5",8541,2.51,2.97,131,"3496",3839,0,6725,265320,36,7370,1,35566.8810810811,9992.57311449955
10479,0,1955,1,88884,"46.7",8507,1.67,1.85,132,"2159",2674,0,6726,85860,60,1431,1,30461.4041666667,7824.8666290422
10510,0,1945,3,87419,"85.5",8624,1.79,2.66,102,"2879",3198,0,6729,74688,12,6224,1,48484.6241071429,20930.650934413
10528,0,1952,5,162580,"72.8",9538,1.51,1.81,111,"6079",5410,0,6732,174048,48,3626,1,72968.3811594203,23455.927264329
10543,0,1945,2,177686,"74.8",10045,1.42,1.71,135,"6604",6295,1,6734,173016,36,4806,1,61799.2436170213,26512.878935391
10555,1,1935,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,2,6736,288360,60,4806,1,33211.76,16686.2311887643
10563,1,1949,7,228848,"57.2",9893,4.09,4.72,96,"5623",5887,0,6737,76680,24,3195,1,62933.4748251748,21005.6802918876
10566,0,1942,7,323870,"100.0",10673,4.75,5.44,100,"18782",18347,0,6738,230220,36,6395,-1,27658.487804878,29524.489997328
10636,1,1971,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,0,6745,47304,24,1971,1,68740.0233532934,30916.763221259
10702,1,1938,2,74062,"61.4",8114,2.38,2.62,119,"1003",1181,0,6751,85716,36,2381,1,31337.2578947368,12288.0630072131
10818,1,1972,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,0,6764,33984,48,708,1,38587.76,9896.49244594163
10963,1,1944,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,6785,125340,60,2089,1,51145.5157480315,22705.1827824266
11050,0,1957,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,0,6805,45024,48,938,1,41994.9076923077,13151.5102543473
11063,0,1955,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,0,6808,227880,36,6330,1,45134.721686747,29551.4830543201
11093,1,1959,4,128118,"85.3",9317,6.49,7.07,97,"6949",6872,1,6810,186384,48,3883,1,61578.3015789474,27339.8874685749
11105,0,1957,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,0,6816,100224,48,2088,-1,28124.9333333333,9838.64837040488
11114,1,1952,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6817,70656,48,1472,1,32646.8509433962,12948.7615374929
11121,0,1971,7,226122,"62.6",8994,3.8,4.79,110,"9672",9208,0,6818,155616,48,3242,1,44197.5098837209,11044.4943921964
11126,0,1965,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6820,38148,12,3179,1,37462.0931034483,13293.4318052437
11195,1,1953,6,109164,"63.6",8757,3.38,3.95,96,"2212",2471,0,6836,189300,60,3155,1,32354.031372549,12250.0795724793
11208,0,1957,1,92084,"46.7",10124,0.56,0.54,141,"3810",4316,0,6841,172080,48,3585,1,60743.9571428571,21110.3118747415
11314,1,1936,5,77917,"53.5",8390,2.28,2.89,132,"2080",2122,0,6863,127080,60,2118,1,30060.9541666667,11520.1844510437
11327,1,1947,7,226122,"62.6",8994,3.8,4.79,110,"9672",9208,0,6865,29448,12,2454,-1,28977.4363636364,11482.4951554331
11372,1,1961,1,75637,"36.5",9622,0.45,0.59,154,"3475",3529,0,6876,86616,12,7218,1,25714.0466666667,11715.9751727452
11409,0,1980,4,105058,"81.0",9272,2.8,3.22,118,"4340",4505,0,6888,39576,12,3298,1,48944.827826087,26896.8541402657
11461,1,1974,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,0,6895,41904,12,3492,1,36080.3867132867,20303.8171201358
11497,0,1959,1,75637,"36.5",9622,0.45,0.59,154,"3475",3529,0,6903,52128,24,2172,1,33459.6802816901,20087.3650297794
11574,0,1944,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,6919,120888,36,3358,1,40838.7552083333,21557.4645434396
11596,0,1940,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,0,6921,86184,12,7182,1,59935.2714285714,24799.9740378728
11662,1,1972,7,127369,"51.2",8369,4.73,5.88,107,"3736",2807,1,6929,36396,12,3033,1,57977.0348101266,25051.2576378554
11685,0,1965,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,0,6933,188688,48,3931,1,42203.1727272727,20050.2784167389
11709,1,1961,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6940,228276,36,6341,1,41402.135,14856.8141901735
11754,1,1966,6,145688,"40.7",8544,1.29,1.86,109,"2719",2906,0,6944,46176,48,962,1,33613.1058823529,13279.6378527179
11794,0,1970,3,51313,"59.2",8930,3.52,4.2,108,"1328",1452,1,6949,104712,24,4363,1,52379.1287037037,25655.5136540927
11804,1,1944,7,323870,"100.0",10673,4.75,5.44,100,"18782",18347,0,6950,104712,24,4363,1,57357.8434554974,27075.7420583239
11851,1,1970,6,114200,"43.7",8403,5.74,5.72,105,"2157",2718,2,6955,244368,48,5091,1,75924.2409722222,25561.8276844292
11866,1,1937,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,6960,76416,24,3184,1,31375.1607843137,11990.8733564062
11873,0,1963,4,85852,"59.8",8965,7.08,8.23,104,"2653",2822,0,6961,176148,36,4893,1,47154.5,21431.2378562617
11886,0,1941,6,117897,"53.8",8814,4.76,5.74,107,"2112",2059,0,6965,139536,24,5814,1,63889.8739393939,30644.1570757547
11978,1,1971,6,387570,"100.0",9897,1.6,1.96,140,"18721",18696,2,6985,113796,36,3161,1,36840.5736111111,11410.8354231442
12003,1,1976,7,323870,"100.0",10673,4.75,5.44,100,"18782",18347,0,6986,151728,48,3161,-1,30491.098245614,24000.1249980636
12050,1,1943,5,139012,"61.9",8363,2.52,3.49,108,"2564",2799,0,6992,133968,48,2791,1,46772.3151898734,22590.1043080536
12079,0,1972,6,197099,"74.7",9624,1.6,2.31,145,"4484",4265,1,6995,96168,12,8014,1,50492.688590604,21691.1342547418
12095,1,1939,5,162580,"72.8",9538,1.51,1.81,111,"6079",5410,0,6996,126600,24,5275,1,47118.9931818182,17179.8114630378
12102,0,1968,2,103347,"67.0",9104,1.51,2.07,123,"2299",2354,0,6998,97632,12,8136,1,53379.1276923077,22871.8265868698
12144,1,1980,1,88884,"46.7",8507,1.67,1.85,132,"2159",2674,0,7004,331560,60,5526,1,36941.9983193277,11038.4095115299
12181,1,1961,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,7008,36168,12,3014,1,39063.7666666667,14039.2733865905
12220,0,1971,6,110643,"51.9",8441,3.45,4.48,115,"1879",2252,0,7013,89340,60,1489,1,40005.4818181818,10876.8717046827
12303,0,1974,3,122603,"80.0",8991,1.39,2.01,128,"5198",5273,0,7034,19044,36,529,1,43121.7550724638,10532.7848881137
12325,1,1964,1,112065,"69.4",11277,1.25,1.44,127,"5179",4987,0,7036,194940,36,5415,1,56669.7879120879,35314.5278448429
12396,0,1970,6,145688,"40.7",8544,1.29,1.86,109,"2719",2906,0,7055,167100,60,2785,1,63707.6265822785,26493.5915888754
12416,1,1973,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,7057,231696,36,6436,1,45873.6166666667,20926.3694425144
12432,1,1965,6,157042,"33.9",8743,1.88,2.43,111,"3659",3894,0,7061,121896,24,5079,1,54422.5967741935,21910.8275563776
12464,1,1959,4,119895,"89.9",10446,7.34,9.4,90,"4947",4743,0,7066,215388,36,5983,-1,32702.7266666667,10504.3104701605
12625,1,1958,6,387570,"100.0",9897,1.6,1.96,140,"18721",18696,0,7097,75624,24,3151,-1,50009.9086956522,20688.4180488837
12662,1,1953,2,177686,"74.8",10045,1.42,1.71,135,"6604",6295,0,7101,421008,48,8771,1,37436.422,12359.209052004
12695,1,1979,7,228848,"57.2",9893,4.09,4.72,96,"5623",5887,0,7104,259740,60,4329,1,45198.1529411765,19487.2396663213
12754,1,1960,6,157042,"33.9",8743,1.88,2.43,111,"3659",3894,0,7121,21924,36,609,1,34272.2133333333,10171.0318459875
12810,1,1964,4,119895,"89.9",10446,7.34,9.4,90,"4947",4743,2,7130,123408,24,5142,1,28359.2553846154,17185.3638546914
12840,1,1939,6,110643,"51.9",8441,3.45,4.48,115,"1879",2252,0,7136,54396,36,1511,1,30293.7086956522,10625.9463929278
12843,1,1953,6,125832,"48.3",8512,3.51,4.12,102,"2247",2103,0,7137,151560,24,6315,1,53976.2928571429,22844.0061645797
12844,1,1946,5,77917,"53.5",8390,2.28,2.89,132,"2080",2122,0,7138,60000,60,1000,1,24643.2839416058,5853.92888671955
12859,0,1976,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,7142,482940,60,8049,-1,26358.7546153846,9885.4777247265
12943,1,1970,6,157042,"33.9",8743,1.88,2.43,111,"3659",3894,2,7154,417600,60,6960,1,43196.7441176471,18631.3583226447
13071,1,1956,4,118650,"85.6",9832,3.32,4.48,114,"6445",5471,0,7166,198240,24,8260,1,30953.14375,13022.4216144806
13113,1,1976,1,75637,"36.5",9622,0.45,0.59,154,"3475",3529,0,7176,260028,36,7223,1,50676.8198757764,20993.628045388
13190,1,1956,7,161227,"69.7",8678,5.93,5.57,102,"4980",4595,0,7189,154656,48,3222,1,31791.3280898876,10868.9432774909
13201,1,1937,3,51313,"59.2",8930,3.52,4.2,108,"1328",1452,1,7192,115992,36,3222,1,25666.4070866142,17591.0559501949
13231,1,1959,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,7194,68832,36,1912,1,37557.0547169811,12288.7904112708
13260,0,1977,7,226122,"62.6",8994,3.8,4.79,110,"9672",9208,1,7198,45768,12,3814,1,32555.8185185185,14361.643030577
13380,1,1942,6,114200,"43.7",8403,5.74,5.72,105,"2157",2718,0,7213,113544,36,3154,1,33990.4197183099,12325.8311911857
13412,1,1954,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,7220,131292,36,3647,1,36635.1156626506,12494.3123334861
13447,0,1970,1,53921,"41.3",8598,2.77,3.26,123,"1597",1875,0,7226,197748,36,5493,1,44735.43125,19635.3576744511
13451,0,1955,5,105606,"53.0",8254,2.79,3.76,97,"2166",2325,1,7227,314520,60,5242,1,63527.42,28698.3798261659
13480,1,1953,2,93931,"56.9",8427,1.12,1.54,107,"1874",1913,0,7233,115812,36,3217,1,56646.5161290323,21971.1628521051
13490,0,1969,2,70699,"65.3",8968,2.83,3.35,131,"1740",1910,1,7235,154416,48,3217,1,46715.8,20286.9655584644
13539,1,1978,6,86513,"50.5",8288,3.79,4.52,110,"1562",1460,1,7240,274740,60,4579,1,57188.2111111111,25256.6658167142
13548,1,1976,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,0,7241,168984,24,7041,-1,56053.9975,28355.3601580073
13576,1,1974,7,226122,"62.6",8994,3.8,4.79,110,"9672",9208,0,7243,217152,36,6032,1,49107.0666666667,18394.5137848639
13590,1,1977,6,108871,"62.1",8444,3.24,3.47,106,"2595",2305,1,7246,148920,60,2482,1,32435.3193548387,15220.6512633641
13603,1,1941,5,112709,"73.5",8369,1.79,2.31,117,"2854",2618,0,7249,69360,48,1445,1,33857.1064102564,9598.2528518684
13657,0,1963,6,108871,"62.1",8444,3.24,3.47,106,"2595",2305,0,7259,108144,36,3004,1,54652.8981818182,25585.472260311
13687,1,1959,7,138032,"64.6",8819,5.38,5.66,99,"4063",4505,0,7262,182628,36,5073,1,33229.1076923077,14579.4217665666
13690,1,1963,7,285387,"89.9",10177,6.63,7.75,81,"9878",10108,1,7263,89880,24,3745,1,62571.2827586207,27471.9750004315
13750,0,1980,1,107870,"58.0",8754,3.83,4.31,137,"3804",3868,0,7271,392460,60,6541,1,57131.7405594406,20293.3634796541
13845,1,1973,2,58796,"51.9",9045,3.13,3.6,124,"1845",1879,0,7284,52788,12,4399,1,22198.1790697674,6652.64295634085
13955,0,1945,0,1204953,"100.0",12541,0.29,0.43,167,"85677",99107,1,7304,419880,60,6998,1,59352.8333333333,27879.3968566711
13968,1,1968,6,117897,"53.8",8814,4.76,5.74,107,"2112",2059,0,7305,54024,12,4502,1,36480.1850340136,15469.9881129642
13971,0,1962,7,106054,"63.1",8110,5.77,6.55,109,"3244",3079,0,7308,129408,24,5392,1,30869.7813084112,11709.1423747552
