"client_id","birth_year","balance_sd","balance_avg"
1355,1976,14478.7767254692,44924.6769784173
1356,1932,NA,NA
1359,1951,24593.5085983591,66595.2514705882
1360,1946,24593.5085983591,66595.2514705882
1361,1922,3123.10463319007,15951.5291457286
1362,1929,3123.10463319007,15951.5291457286
1363,1979,7214.99195410386,25270.6023026316
1365,1938,5048.99056810041,23117.1857142857
1364,1933,5048.99056810041,23117.1857142857
1366,1980,16484.0338268325,46980.9964788732
1367,1965,3640.83434811786,15869.3608695652
1368,1957,3640.83434811786,15869.3608695652
1369,1978,NA,NA
1370,1965,18347.4655692531,36380.6352941176
1371,1948,NA,NA
1372,1976,NA,NA
1373,1975,4604.5938031706,17130.2446153846
1375,1977,2783.29851314806,16611.1925438596
1377,1951,2836.67628853304,16159.0393305439
1376,1958,2836.67628853304,16159.0393305439
1378,1941,15730.8486720368,56077.994921875
1379,1937,15730.8486720368,56077.994921875
1380,1953,13986.4882213007,56344.898173516
1382,1979,9136.15730124995,31569.4419354839
1383,1982,NA,NA
1384,1953,13640.6858088117,51335.7195876289
1386,1956,3479.1292948147,17897.8274418605
1385,1953,3479.1292948147,17897.8274418605
1387,1977,6394.28273804477,23771.6686695279
1388,1962,NA,NA
1389,1927,6655.73371462531,11345.8
1390,1979,NA,NA
1391,1965,6514.23907245704,29803.2485849057
1393,1934,5053.62396760435,26673.6198863636
1392,1932,5053.62396760435,26673.6198863636
1395,1941,7229.07922823572,30633.3638743455
1394,1942,7229.07922823572,30633.3638743455
1396,1946,25849.9052968957,57133.8047619048
1397,1921,4926.90874473486,21895.9324074074
1401,1981,12675.6936909192,34493.3107623318
1402,1936,NA,NA
1403,1944,NA,NA
1404,1968,12658.2467643,36845.5888888889
1406,1948,7115.77918741691,25600.671291866
1407,1941,7115.77918741691,25600.671291866
1408,1969,24389.0777605587,38695.1435779817
1409,1951,14015.9275962107,39983.1682926829
1410,1944,NA,NA
1411,1939,NA,NA
1412,1979,NA,NA
1413,1969,4457.80383148474,5579.5
1414,1974,13147.5143842481,46921.5537414966
1416,1927,4556,5656
1417,1966,NA,NA
1418,1974,NA,NA
1419,1918,4028.3735797405,17508.1691943128
1420,1916,4028.3735797405,17508.1691943128
1421,1956,9936.93778932039,40007.2831775701
1422,1976,NA,NA
1423,1982,NA,NA
1424,1952,NA,NA
1426,1964,5564.35025455439,28364.5383928571
1425,1968,5564.35025455439,28364.5383928571
1427,1965,20030.814068242,59060.9304093567
1428,1920,NA,NA
1429,1927,NA,NA
1430,1982,NA,NA
1431,1930,10842.3615756593,21585.58
1432,1961,10446.3708689134,25144.0166666667
1434,1967,4540.06639695064,20675.653875969
1433,1959,4540.06639695064,20675.653875969
1435,1953,13150.8643163524,25809.14
1438,1963,11339.6082208291,36317.75625
1439,1974,8742.16143401438,31806.2917098446
1440,1978,11687.838342426,51608.9338709677
1442,1933,NA,800
1441,1931,NA,800
1443,1935,12945.8319090699,30611.6407407407
1444,1942,12945.8319090699,30611.6407407407
1445,1941,4801.10355316895,27838.111440678
1446,1954,NA,NA
1447,1952,NA,NA
1448,1957,NA,NA
1449,1949,11907.9174206381,49895.1967261905
1450,1969,10007.2701633166,34559.7774545455
1452,1940,14523.3698883542,48034.5578125
1453,1966,14594.2135261902,52473.1991666667
1455,1927,5977.84132595835,25143.0441176471
1454,1925,5977.84132595835,25143.0441176471
1456,1928,4583.09334418196,20237.6684210526
1457,1934,4583.09334418196,20237.6684210526
1458,1938,9320.13424621638,43995.8573705179
1459,1976,NA,NA
1460,1933,NA,NA
1461,1969,15706.7103486842,45119.3851851852
1462,1941,15202.1857787469,32566.4722222222
1463,1936,7563.23616400414,21542.9571428571
1464,1928,5813.1285889242,16469.2966666667
1465,1931,5813.1285889242,16469.2966666667
1466,1953,NA,NA
1467,1924,NA,NA
1468,1940,4765.59312301611,16647.3068181818
1469,1966,2582.12065472826,16417.245754717
1470,1942,27863.2182470008,33073.6
1471,1938,27863.2182470008,33073.6
1472,1967,8430.22746800576,26068.4666666667
1473,1931,6226.26584245426,26610.7932432432
1474,1971,NA,NA
1475,1932,7745.91395107235,33812.9415254237
1476,1970,14222.2398254485,33375.6421052632
1478,1969,16484.2288771089,51941.5423728814
1479,1956,8702.46264675093,14587.2857142857
1480,1943,8938.74308703053,29395.3643835616
1481,1933,7727.71507992364,28138.6031578947
1482,1950,NA,NA
1484,1952,NA,NA
1483,1951,NA,NA
1486,1974,10283.0604518225,38349.5352331606
1485,1978,10283.0604518225,38349.5352331606
1487,1976,7301.82323789312,24986.6923076923
1488,1961,4101.4586138985,15022.3181818182
1489,1928,5595.23884392041,22456.0876190476
1490,1928,4412.2901327335,18746.9722222222
1491,1982,10747.5851856814,26508.4568807339
1492,1968,30025.5350960923,67116.8138392857
1493,1922,5257.7168501613,25301.8396551724
1494,1915,5257.7168501613,25301.8396551724
1495,1931,5088.5193789472,23937.9188073395
1496,1942,NA,NA
1498,1941,8395.80912371155,22978.0413793103
1497,1948,8395.80912371155,22978.0413793103
1499,1951,22589.5595553316,40526.455
1500,1981,20266.6264015854,37333.1444444444
1501,1946,6022.07334571142,22981.0559322034
1502,1973,NA,NA
1503,1922,4913.08301220278,16667.9388888889
1504,1918,4913.08301220278,16667.9388888889
1505,1971,28762.2069360507,46341.2935185185
1506,1931,5282.90558135433,24065.8681818182
1507,1929,5282.90558135433,24065.8681818182
1508,1954,4694.00086575785,28327.8547945205
1509,1942,14199.3815228476,37802.23
1510,1948,16341.1200730456,25493.4961038961
1511,1962,13220.3715183307,40688.3483050847
1512,1942,NA,NA
1513,1959,28834.4951639982,68063.5798561151
1514,1957,NA,NA
1516,1946,9923.17154112448,34577.3023255814
1517,1956,11345.0510607907,37738.0507246377
1519,1959,4061.43352497339,7166.44444444444
1518,1960,4061.43352497339,7166.44444444444
1520,1956,NA,NA
1521,1979,11761.8388745128,17655.55
1522,1968,14044.5621934796,37979.4412280702
1523,1931,NA,NA
1524,1962,26164.1506204984,74252.3957746479
1525,1943,NA,NA
1526,1935,NA,NA
1527,1934,6503.91484434857,23495.2119047619
1528,1964,13800.6317500953,38142.1086956522
1529,1972,21482.8134761179,47634.3555555556
1530,1945,5528.17111743758,23555.5539748954
1531,1960,7208.50297239775,27590.2528037383
1532,1962,7208.50297239775,27590.2528037383
1533,1960,8273.72976993152,24872.1394366197
1534,1952,8165.79406503682,22757.7958333333
1535,1936,25775.5111070737,43036.7827160494
1536,1967,12335.5053314316,46321.993989071
1537,1979,30785.0425446047,67250.5142857143
1539,1923,8004.39682244964,21385.3777777778
1541,1933,5572.03214920386,28817.7311977716
1540,1937,5572.03214920386,28817.7311977716
1543,1927,5114.37631296846,22884.3296296296
1542,1919,5114.37631296846,22884.3296296296
1546,1930,NA,NA
1547,1927,NA,NA
1548,1923,5311.93503823396,21501.7604395604
1549,1928,5311.93503823396,21501.7604395604
1550,1946,NA,NA
1554,1944,22496.2383408897,59684.2988505747
1555,1950,10529.7154163481,39773.6111111111
1556,1950,27557.4500572932,63835.4595744681
1557,1959,11442.784140452,42585.889375
1558,1927,5085.48777181966,20008.6479381443
1559,1940,22880.8186300591,56971.3565217391
1561,1923,4995.13175441525,22062.6556818182
1562,1919,4995.13175441525,22062.6556818182
1563,1978,6824.07193184906,39143.3655339806
1564,1947,23034.8879280627,44065.125
1565,1960,7643.03419280083,28874.1361290323
1566,1966,5301.5238130136,22064.6444444444
1568,1927,2902.37723312,4151.36666666667
1567,1930,2902.37723312,4151.36666666667
1570,1958,12072.8169720451,48353.4323529412
1569,1956,12072.8169720451,48353.4323529412
1571,1967,8676.35134347232,30183.5518518519
1572,1963,5312.6809035935,21833.2976284585
1574,1979,10325.3757458616,23141.8557142857
1576,1919,5636.87087200248,20666.3982352941
1575,1923,5636.87087200248,20666.3982352941
1577,1944,NA,NA
1578,1971,4532.35024482134,17918.4055555556
1579,1963,11363.0578849483,42949.078680203
1580,1968,9621.06507613629,33434.7317880795
1581,1963,5046.53914512259,24353.7379562044
1582,1934,6608.60058307859,8078.5
1583,1972,21968.1759629732,60831.9857142857
1584,1962,6293.90801342023,24900.1837209302
1585,1935,10212.8377884836,26265.5344827586
1586,1934,10212.8377884836,26265.5344827586
1587,1928,5802.81116918688,27018.7833333333
1588,1950,NA,NA
1589,1951,9612.21080812549,38474.5124352332
1590,1940,6463.84395621772,31845.7283687943
1591,1953,NA,300
1593,1925,6237.84233063064,26765.7715976331
1592,1928,6237.84233063064,26765.7715976331
1594,1939,15360.7680473855,27729.9171428571
1595,1954,NA,NA
1596,1978,12196.9904485697,18888.775
1597,1956,NA,NA
1598,1925,3808.88901501989,17712.6863247863
1599,1964,12690.2257238609,42752.6433333333
1600,1965,12690.2257238609,42752.6433333333
1602,1968,19563.7074684393,26558.8666666667
1601,1969,19563.7074684393,26558.8666666667
1603,1968,5176.77136001255,10120.6
1604,1969,5176.77136001255,10120.6
1605,1980,8470.45382825895,11148.35
1606,1982,12740.1643441316,28011.2816326531
1607,1941,21932.6224509836,55595.1131578947
1609,1944,7748.94285877276,25967.4952380952
1608,1941,7748.94285877276,25967.4952380952
1610,1942,13192.6339048349,24609.25
1611,1963,7107.20796800653,28505.0021276596
1612,1959,7107.20796800653,28505.0021276596
1613,1961,19145.9618813891,58903.7667938931
1614,1938,6812.6762042775,23543.8685714286
1615,1952,5347.9436022309,25737.7579710145
1616,1938,9666.84556128276,36948.2174418605
1617,1950,NA,NA
1618,1979,6989.68378519809,29871.01
1620,1936,26725.4567750634,46140.5860892388
1619,1942,26725.4567750634,46140.5860892388
1621,1952,NA,NA
1622,1950,NA,NA
1623,1963,3663.09658848785,16316.8479166667
1625,1973,NA,NA
1624,1965,NA,NA
1628,1957,26472.0900532633,56232.4247524752
1630,1964,14143.6034178867,54356.7354581673
1629,1966,14143.6034178867,54356.7354581673
1631,1976,NA,NA
1632,1943,2192.0310216783,2050
1633,1972,NA,NA
1634,1969,NA,NA
1635,1930,5942.73373582858,22702.112
1636,1932,5942.73373582858,22702.112
1637,1943,15163.187782743,30444.1454545455
1638,1954,4712.62246501084,15173.1071428571
1639,1959,13269.8548837388,55150.0652777778
1640,1953,9205.3967802441,38401.3845360825
1641,1923,NA,NA
1642,1959,NA,NA
1643,1976,NA,NA
1644,1976,6704.47023247622,28284.9290322581
1645,1961,5908.44619605817,22439.1833333333
1646,1966,4459.58202783863,24615.7684931507
1647,1978,16139.2559174995,34670.1886666667
1649,1950,NA,1100
1648,1952,NA,1100
1650,1953,NA,1000
1651,1966,NA,NA
1653,1944,8433.80182755626,28209.8333333333
1654,1963,5456.55495388087,26031.437283237
1655,1972,11533.6244481416,25637.1923076923
1656,1968,22263.788056019,26807.9666666667
1657,1935,9871.05488575718,37426.4428571429
1658,1929,7487.76780266767,9300
1659,1937,3774.38950301343,20705.9133802817
1660,1982,12182.1838724163,36966.0098039216
1661,1953,2971.67089725524,18306.5085201794
1662,1967,25629.2323336753,59749.8838709677
1663,1957,11574.1022400041,48152.9533333333
1665,1912,6045.31827043627,22149.8411764706
1664,1918,6045.31827043627,22149.8411764706
1666,1941,4430.69294806129,5448
1667,1940,4430.69294806129,5448
1668,1949,12763.2642719658,56373.2605670103
1669,1952,NA,NA
1670,1961,15755.8929990382,51334.7547169811
1672,1928,4177.22261725957,18667.7296511628
1671,1931,4177.22261725957,18667.7296511628
1673,1972,4058.28520208654,18599.2731343284
1674,1920,9185.73235270848,30423.6821428571
1675,1940,22417.6226479675,61917.8
1676,1953,NA,NA
1677,1946,NA,NA
1679,1942,NA,NA
1680,1975,12431.418965631,49925.4294964029
1681,1940,29467.2667095698,48989.1824742268
1682,1956,NA,400
1683,1951,NA,600
1684,1946,NA,600
1685,1944,12391.8184623071,45342.9323741007
1687,1947,7489.38252750741,11470.55
1686,1947,7489.38252750741,11470.55
1688,1923,6876.61212727011,32852.519379845
1689,1936,4701.99574501027,21082.3306451613
1690,1947,22396.8583652005,49382.5533333333
1691,1978,11613.2508412989,37436.6934615385
1692,1972,6954.72413764111,26782.1428571429
1693,1980,9231.95910278666,31890.7054054054
1694,1979,9231.95910278666,31890.7054054054
1696,1923,7402.67706260798,31761.1139534884
1698,1967,6275.68823426504,25876.9579945799
1697,1964,6275.68823426504,25876.9579945799
1699,1955,9722.3092115101,37500.2764705882
1701,1945,16455.2107626635,34664.2060126582
1700,1949,16455.2107626635,34664.2060126582
1702,1973,7417.81445309595,22894.7548387097
1703,1918,5094.96224786085,20738.7136363636
1704,1914,5094.96224786085,20738.7136363636
1705,1946,25109.1948031388,71376.0441558442
1706,1944,25109.1948031388,71376.0441558442
1707,1951,27747.5050417196,56968.5230769231
1709,1952,12253.871815425,59648.7456521739
1710,1944,14720.2574890137,46797.6423868313
1711,1962,9100.56379535838,31030.2832317073
1712,1964,9100.56379535838,31030.2832317073
1713,1935,10262.1141113622,33355.2316666667
1714,1945,9735.78050033825,27908.9380368098
1717,1979,31668.5580314347,55150.291025641
1718,1938,14170.3831799562,49465.3597014925
1719,1970,NA,NA
1721,1934,4553.78338009917,22540.5187845304
1720,1934,4553.78338009917,22540.5187845304
1722,1933,6120.28967659282,24173.193258427
1723,1981,13200.9258699921,30305.8870967742
1724,1934,4723.23538339451,23273.6094017094
1726,1952,6180.49623231485,21678.1372093023
1725,1959,6180.49623231485,21678.1372093023
1727,1951,NA,NA
1728,1946,NA,NA
1729,1947,9725.86277201261,31428.3955102041
1730,1932,3587.57482989999,15261.7288461538
1731,1968,9960.0201933414,39723.3373134328
1733,1974,4326.92231295899,20978.7347150259
1735,1976,NA,NA
1734,1975,NA,NA
1736,1979,12142.4184121779,24117.6162162162
1738,1963,NA,NA
1737,1955,NA,NA
1741,1932,NA,NA
1742,1954,15851.1925444901,24177.075
1743,1959,5365.42852758484,31479.3083969466
1744,1969,4892.67693855121,23530.3801136364
1745,1959,NA,NA
1747,1956,4226.51974682839,16026.5459459459
1746,1959,4226.51974682839,16026.5459459459
1748,1976,4499.77566363094,23246.141958042
1749,1928,4871.8709942034,25789.5090225564
1750,1964,9480.00498056619,39046.6996015936
1751,1959,NA,NA
1752,1978,8833.59911393975,25242.4833333333
1753,1979,6722.27218146551,25488.6592592593
1754,1979,10655.6820545119,43967.3734375
1755,1965,11029.0740776066,22604.34
1756,1936,5468.25735040812,18301.1842105263
1757,1937,5468.25735040812,18301.1842105263
1758,1947,9078.91544258395,31367.2118959108
1759,1923,9768.06390102984,28174.4909090909
1760,1923,5223.03983659227,25031.4265765766
1761,1948,13167.3888890197,47678.0734375
1762,1956,27915.0765683044,61236.5650519031
1763,1967,NA,NA
1764,1971,8959.15312618148,31295.1
1765,1975,25815.9360685794,72814.7735849057
1768,1951,9772.12498258267,35520.3452380952
1769,1949,NA,NA
1770,1951,NA,NA
1771,1927,3746.25172672633,2949
1772,1979,24172.9195380485,71852.6581395349
1774,1971,7706.00334786674,14692.72
1775,1943,12317.1425011919,23228.1666666667
1776,1954,5068.2548876881,18955.2078947368
1777,1963,NA,NA
1778,1968,NA,NA
1779,1935,11529.2252048564,50059.2724550898
1780,1954,3015.45128637186,16211.7758454106
1781,1924,4947.77233788354,21507.2448979592
1782,1948,7689.08390621354,39760.2911111111
1783,1946,16243.5882891537,38616.5090909091
1784,1980,6499.08046548181,31903.062244898
1785,1975,4313.95466901547,13052.9181818182
1787,1931,5219.49055623886,6964.5
1786,1934,5219.49055623886,6964.5
1788,1950,13403.011394145,28280.1247933884
1789,1933,5011.65486580121,19248.3425438596
1790,1953,3655.9833126098,16370.3587719298
1791,1966,22281.1801125011,27981.5285714286
1792,1975,5331.24416153751,26905.4552631579
1793,1945,25548.0540016775,55026.62
1794,1940,3565.1573952591,17468.2870535714
1795,1960,NA,500
1796,1938,6978.93987222847,25488.668852459
1797,1941,6978.93987222847,25488.668852459
1798,1933,8536.05529504115,10118
1799,1959,15794.652992798,58209.3236434109
1800,1943,11960.8539565468,46890.375
1801,1970,3921.67801398924,20724.3898477157
1802,1964,3921.67801398924,20724.3898477157
1803,1946,NA,NA
1806,1952,29881.765927264,77481.7955555556
1808,1933,NA,NA
1807,1935,NA,NA
1809,1931,4733,5533
1810,1919,4392.58343625314,20052.2205882353
1811,1939,NA,NA
1812,1947,14776.3285431479,60243.7834008097
1813,1949,14776.3285431479,60243.7834008097
1814,1940,8131.11569124365,36779.3948387097
1815,1977,6813.92915362354,23909.0353413655
1816,1951,26937.9668751533,45342.2044247788
1818,1956,5316.79215447019,29650.2833333333
1817,1953,5316.79215447019,29650.2833333333
1819,1979,19707.7512551788,37652.06
1820,1928,7518.30593830448,15122.3222222222
1821,1941,19137.4788197894,43019.77
1822,1922,6830.57209541572,20563.6608695652
1823,1978,18190.9847680636,37010.7230769231
1824,1960,7305.25568744326,28923.2510204082
1825,1974,NA,NA
1826,1937,11647.1869109097,44204.1400843882
1827,1941,11647.1869109097,44204.1400843882
1828,1962,31050.4546454801,52094.7692307692
1829,1942,8769.21130430768,24354.359375
1830,1952,15356.9572824165,46422.1720930233
1831,1976,29287.3511856148,56416.1607526882
1832,1966,8270.80669054151,31918.3601036269
1833,1966,9092.39167773501,39838.4216617211
1834,1927,NA,NA
1835,1928,NA,NA
1836,1944,15231.254249719,54878.1927492447
1838,1959,5475.45974582258,23115.898757764
1837,1957,5475.45974582258,23115.898757764
1839,1936,7224.22331465466,9838
1840,1935,7224.22331465466,9838
1841,1953,18989.746576744,56575.7513761468
1842,1943,15022.0536433722,58201.4583333333
1843,1939,5339.48084916464,24021.2123287671
1844,1922,4838.49501961339,14926.74
1845,1918,4838.49501961339,14926.74
1846,1980,NA,NA
1847,1979,NA,NA
1848,1924,NA,NA
1849,1922,6496.53284279392,10645.6666666667
1850,1942,7018.21137635187,35212.5982608696
1851,1975,30609.3898880806,41752.1615384615
1852,1962,11262.5312508227,32688.0333333333
1853,1965,4960.80916744811,20080.5638297872
1854,1932,5565.9048070601,22827.2180722892
1856,1968,14115.0077621736,26753.18
1857,1964,14115.0077621736,26753.18
1860,1964,8583.95847363174,25038.0860215054
1861,1957,11590.330013735,31716.1786821705
1862,1977,13087.440153998,34874.4593406593
1863,1952,NA,NA
1865,1949,23994.896467945,64981.65
1864,1948,23994.896467945,64981.65
1866,1942,20719.70849685,25449.0849498328
1867,1944,13132.8970112722,45076.331496063
1868,1980,7184.64598100567,11123.5285714286
1869,1933,5997.69322396836,22122.0071428571
1870,1935,5997.69322396836,22122.0071428571
1871,1980,15781.2346601888,28778.1510638298
1872,1963,10987.4212716728,40813.2628975265
1873,1968,10987.4212716728,40813.2628975265
1874,1946,19964.4297617821,39622.9965648855
1875,1976,7713.8876346496,11921.9
1876,1951,14805.9260296962,55670.464893617
1878,1963,3994.16704180524,17132.9115789474
1877,1957,3994.16704180524,17132.9115789474
1879,1944,10830.0191090552,16743.475
1880,1974,7308.34949194225,25827.5382352941
1881,1934,NA,NA
1882,1932,NA,NA
1883,1961,12654.0576040123,55286.7888888889
1884,1976,NA,1000
1885,1970,11568.4512974082,44936.4656934307
1886,1920,4426.48845022779,4230
1887,1926,7687.87194222172,9532.5
1888,1918,NA,700
1889,1957,8238.07205837917,14361.9285714286
1890,1955,12637.2278847661,50318.99
1891,1959,NA,NA
1892,1928,8580.08649309395,31849.592173913
1893,1934,8580.08649309395,31849.592173913
1894,1947,4345.76334776483,16336.5431034483
1895,1965,7132.67130884355,13000
1896,1982,14635.5258548177,33395.1
1897,1969,9507.28382225911,30666.1693140794
1898,1961,8635.8486043822,26385.7854285714
1899,1941,NA,NA
1900,1965,9400.22694393125,44735.0852173913
1901,1962,9400.22694393125,44735.0852173913
1903,1939,3897.40747522983,18974.2575342466
1904,1941,11939.5636320364,28337.165
1905,1949,NA,NA
1906,1922,NA,NA
1907,1928,NA,NA
1908,1920,4380.32476634816,20647.0067510549
1909,1944,27056.7984924689,71829.8
1910,1946,7407.55611292891,12422.9571428571
1911,1938,6485.68899029034,23083.8651376147
1912,1972,8042.99269118781,38220.5897590361
1913,1968,27095.3401847437,51370.4805970149
1914,1942,9316.53431939683,38080.0915492958
1915,1939,9316.53431939683,38080.0915492958
1916,1926,9465.3730568734,26428.5387096774
1917,1969,21196.6821317327,21371.32
1919,1949,4999.7800540024,19314.5933701657
1920,1975,16038.3275456974,29156.7
1922,1949,18667.9298712391,30381.7666666667
1921,1946,18667.9298712391,30381.7666666667
1923,1958,12505.1483930953,15539.6666666667
1924,1938,4233.15317144895,24839.065625
1925,1938,5461.56077248126,23645.6029850746
1926,1935,5461.56077248126,23645.6029850746
1927,1952,7075.55530469538,32526.6839506173
1928,1952,7075.55530469538,32526.6839506173
1929,1955,21941.4876153851,31617.8928571429
1930,1934,8879.37531351978,33450.1266666667
1931,1942,4948.96453816351,6760
1932,1940,NA,NA
1934,1933,NA,NA
1935,1929,4685.80331149409,19584.4526315789
1937,1960,NA,NA
1936,1955,NA,NA
1938,1939,12686.6469685181,48112.6714285714
1940,1923,8723.24949010784,10735.5
1939,1925,8723.24949010784,10735.5
1941,1921,3792.83982470353,20290.0392344498
1942,1915,3792.83982470353,20290.0392344498
1943,1926,5013.86271623299,21414.1414507772
1944,1957,7684.86970531107,25900.3196078431
1945,1954,9769.49548302334,37289.1404878049
1946,1935,24050.912361776,69230.9324324324
1947,1981,7088.88386585203,33022.4254901961
1949,1942,15494.6624156417,47845.8405405405
1948,1939,15494.6624156417,47845.8405405405
1950,1929,NA,NA
1951,1971,4629.42531086118,11552.16
1953,1965,19303.3678841733,65179.5103585657
1952,1971,19303.3678841733,65179.5103585657
1954,1952,9386.51831622396,35922.9196078431
1955,1971,13397.4784524071,42307.5692307692
1956,1925,5831.18562951747,14399.7967741935
1957,1972,17275.3906245189,54516.5
1958,1977,17275.3906245189,54516.5
1959,1920,NA,NA
1960,1946,NA,NA
1961,1920,5455.43561487669,25065.6253112033
1962,1950,NA,900
1963,1945,NA,NA
1964,1931,5652.49755454773,24944.4847058824
1965,1939,8824.8841577762,33070.5980861244
1966,1948,7648.36421036893,26972.0526315789
1967,1963,13677.3801982396,50190.6814814815
1968,1960,13677.3801982396,50190.6814814815
1969,1926,7375.47255473849,26399.3848484848
1970,1947,7925.17837988619,26438.1288888889
1971,1969,14713.7696775276,43608.3425925926
1972,1946,6881.04691961715,29716.8664634146
1973,1931,3044.11022489366,16891.949537037
1974,1918,5565.57562962298,20070.6305084746
1975,1915,5565.57562962298,20070.6305084746
1976,1918,4417.26145783898,18961.8106796117
1977,1935,5312.44215654784,6572.5
1978,1952,27759.7445011721,82260.887012987
1979,1926,6318.07250561525,28155.793814433
1980,1959,10718.8899172171,47332.7493506493
1981,1970,10074.9043179961,35175.7526570048
1982,1977,NA,NA
1983,1982,NA,NA
1984,1926,4533.21138286865,21018.5712765957
1986,1942,19455.0698802624,45735.8382978723
1985,1937,19455.0698802624,45735.8382978723
1988,1952,12006.7558707382,43245.7
1990,1943,29680.5056173762,68076.0457142857
1989,1939,29680.5056173762,68076.0457142857
1991,1918,4043.35306590954,18068.508988764
1994,1967,9527.01123543877,39763.0824242424
1993,1975,9527.01123543877,39763.0824242424
1995,1941,13209.8974708901,22265.8142857143
1996,1937,32334.4145392969,64356.0491525424
1997,1977,NA,NA
1998,1978,NA,NA
1999,1982,13654.6055501789,27934.0119047619
2000,1942,NA,NA
2001,1977,NA,NA
2003,1921,4384.926229091,21066.4351851852
2002,1918,4384.926229091,21066.4351851852
2004,1974,12268.0244434088,49463.0972027972
2005,1979,18340.7344118142,40645.7333333333
2006,1962,11869.2858897767,36954.5205128205
2007,1958,11869.2858897767,36954.5205128205
2008,1940,14092.4964572744,34760.22890625
2009,1936,NA,NA
2010,1952,3312.35848103218,17134.2238493724
2012,1923,NA,400
2011,1925,NA,400
2013,1940,18548.7362709246,26615.5637931034
2015,1968,NA,NA
2017,1931,5341.34835804593,7956.98
2016,1934,5341.34835804593,7956.98
2018,1945,12136.1690595059,40196.2206422018
2019,1932,NA,NA
2020,1925,NA,NA
2021,1919,6032.21196152792,27714.345212766
2022,1939,10211.6884211496,20298.2307692308
2023,1931,10211.6884211496,20298.2307692308
2024,1934,NA,NA
2026,1934,9828.9957821856,19888.92
2025,1941,9828.9957821856,19888.92
2028,1924,3954.43767208962,16145.4214285714
2027,1930,3954.43767208962,16145.4214285714
2029,1923,4933.90239952577,28275.4808270677
2030,1980,15203.1500394994,49727.7
2031,1926,3505.97013271179,15870.5794117647
2033,1937,6974.47365399422,26806.688
2032,1943,6974.47365399422,26806.688
2035,1928,4783.97789090096,22858.9330396476
2034,1926,4783.97789090096,22858.9330396476
2037,1948,NA,NA
2038,1980,12321.0187426955,49331.4967741935
2039,1969,13779.920667744,31025.075
2040,1944,10546.3179610109,45184.7648780488
2041,1956,NA,NA
2042,1982,10503.4216232479,26217.9075471698
2043,1954,13008.9292198163,19859.5428571429
2044,1961,22861.8780194551,57018.1951351351
2046,1952,23285.7816754743,40020.0958333333
2045,1956,23285.7816754743,40020.0958333333
2047,1943,7258.66950762104,29431.9283333333
2048,1928,NA,NA
2049,1927,4097.5823000974,22019.0678111588
2050,1932,4097.5823000974,22019.0678111588
2052,1914,4888.89190348075,19699.55
2051,1918,4888.89190348075,19699.55
2053,1918,6583.01581342708,27516.5455882353
2054,1948,4100.82123578931,15183.564516129
2055,1976,15576.8819653997,29623.6285714286
2056,1978,NA,NA
2057,1976,29328.8057287494,61931.9953191489
2058,1971,25108.1712463216,52517.1107913669
2059,1972,3147.02821941073,14628.7813953488
2060,1971,3147.02821941073,14628.7813953488
2062,1954,NA,NA
2061,1953,NA,NA
2063,1950,17970.9789771546,32592.68
2064,1926,4134.13424274887,18615.3367041199
2065,1978,12747.6579713244,44482.4666666667
2066,1972,24474.6870689691,45703.1524193548
2067,1979,6569.42522791044,25078.1512820513
2068,1930,NA,NA
2069,1923,4603.62401390081,19270.4676056338
2070,1972,8428.68218376865,34288.3835820896
2071,1973,7769.01987991719,30775.6229007634
2072,1944,NA,NA
2073,1956,9106.92484917397,29303.6448051948
2074,1961,12976.6107152774,43463.1909090909
2075,1922,NA,NA
2076,1957,5094.10214693666,22712.7068493151
2077,1930,4316.17979236269,3252
2078,1978,15702.8735616222,27359.4369369369
2079,1925,3805.83470739904,20242.1412698413
2080,1963,25451.5014292599,69889.1162162162
2081,1972,10525.5539610691,34820.3325
2082,1933,NA,NA
2083,1943,22317.5964781319,61146.5236363636
2084,1929,4699.03390212289,19863.0561403509
2085,1928,4699.03390212289,19863.0561403509
2086,1954,5568.94663887765,16187.5
2087,1977,3870.46852074117,19876.0869565217
2088,1948,16242.4417556109,52521.8977272727
2090,1970,NA,NA
2089,1967,NA,NA
2091,1928,NA,NA
2092,1945,25766.3849770266,60675.751
2093,1970,7319.44560946437,25957.6268170426
2094,1975,7319.44560946437,25957.6268170426
2095,1974,NA,NA
2096,1974,6959.85563181923,20689.7292929293
2097,1936,NA,NA
2098,1939,NA,NA
2099,1918,8731.52237345569,32600.3617283951
2101,1935,4560.62238627098,20269.552293578
2100,1931,4560.62238627098,20269.552293578
2102,1941,13874.939696108,44968.5772727273
2103,1944,18877.8539465735,26687.4764705882
2104,1948,NA,NA
2105,1947,NA,1100
2107,1923,NA,NA
2106,1921,NA,NA
2108,1945,9440.68150919494,35568.9660377359
2109,1950,4653.79504934614,9399.78571428571
2110,1967,18441.7574693857,48968.1652173913
2111,1924,NA,NA
2112,1927,4999.53217600469,20299.4139240506
2113,1937,16432.1179576116,48224.8597222222
2115,1914,5607.31894022858,26974.0803921569
2114,1918,5607.31894022858,26974.0803921569
2116,1930,5305.07219106708,17342.8023809524
2117,1945,11154.0724999138,12766.6666666667
2118,1970,NA,NA
2119,1960,NA,NA
2121,1979,23375.3567500788,59287.9675675676
2122,1970,16050.1586011322,50787.7305993691
2123,1982,10095.1340450294,13917.74
2124,1949,17204.1304870117,49736.6033333333
